"Categoria","Protocolo","DireccionLocal","Puerto","Proceso","PID","RutaProceso","Servicio","TodasInterfaces","Detalle"
"RecursoCompartido","SMB","","445","B1_SHR",,"C:\Program Files (x86)\SAP\SAP Business One Server\B1_SHR","Comparticion de datos","True","Sap Business One Share Folder"
"RecursoCompartido","SMB","","445","C$",,"C:\","Comparticion administrativa","True","Default share"
"RecursoCompartido","SMB","","445","D$",,"D:\","Comparticion administrativa","True","Default share"
"RecursoCompartido","SMB","","445","E$",,"E:\","Comparticion administrativa","True","Default share"
"RecursoCompartido","SMB","","445","F$",,"F:\","Comparticion administrativa","True","Default share"
"RecursoCompartido","SMB","","445","G$",,"G:\","Comparticion administrativa","True","Default share"
"RecursoCompartido","SMB","","445","Guacamole",,"E:\Guacamole","Comparticion de datos","True",""
"RecursoCompartido","SMB","","445","I$",,"I:\","Comparticion administrativa","True","Default share"
"RecursoCompartido","SMB","","445","IPC$",,"","Comparticion administrativa","True","Remote IPC"
"RecursoCompartido","SMB","","445","Program Files",,"C:\Program Files","Comparticion de datos","True",""
"RecursoCompartido","SMB","","445","SAP Business One",,"C:\Program Files\SAP\SAP Business One","Comparticion de datos","True",""
"RecursoCompartido","SMB","","445","SCSW_WORKING_SHARE",,"c:\Program Files\SAP\SAP Business One ServerTools\CentralDeployment\SCSWWorkingShare","Comparticion de datos","True",""
"Interfaz","IP","10.4.6.13",,"Ethernet",,"Gateway: 10.4.6.1","DNS: 100.125.1.250, 100.125.1.242","False","Private"
"AdministracionRemota","WinRM","","5985","WinRM",,"","AllowUnencrypted= Basic=","True","Running"
